kategori,keluhan,urgensi
FASILITAS,"perpus pusat panas bgt soalnya cuma pajangan, mhs jadi malas masuk kls",RENDAH
JARINGAN_IT,server siakad bapuk ga stabil waktu jam kls,RENDAH
LAINNYA,"area ruang tunggu gaada tempat duduk, kurang nyaman buat mhs",RENDAH
JARINGAN_IT,"spada down terus tepat saat banyak pengguna, panik bgt",TINGGI
FASILITAS,"kamar mandi auditorium jorok bgt, jadi malas kls apalagi kalau kebelet",RENDAH
FASILITAS,"banyak kursi di gedung fh yang rodanya hilang, gabisa fokus",RENDAH
FASILITAS,"kebersihan prodi informatika sampahnya menumpuk, tidak nyaman berada di sini",SEDANG
AKADEMIK,"spada eror terus waktu jam kls, susah download bahan ajar",TINGGI
JARINGAN_IT,"internet di fakultas ekonomi lemot parah, tidak produktif di kampus",TINGGI
AKADEMIK,"nilai belum keluar padahal sudah lama, mhs dirugikan",RENDAH
KEUANGAN,"pembayaran biaya kkn harus datang langsung berkali-kali, menghambat proses akademik",RENDAH
JARINGAN_IT,koneksi di gedung a lantai 3 sering putus padahal butuh buat kls online,RENDAH
LAINNYA,"jalan di belakang rektorat gaada lampu penerang malam hari, bisa bikin kecelakaan",KRITIS
FASILITAS,lahan parkir di lab komputer sempit bgt jadi sering telat kls,RENDAH
AKADEMIK,"ruang kls tidak kondusif, gabisa fokus",RENDAH
JARINGAN_IT,upload tugas di spada gagal terus soalnya internet lab komputer nge-lag,RENDAH
FASILITAS,"wc prodi akuntansi airnya tidak mengalir dari kemarin, bgt mengganggu aktivitas",RENDAH
JARINGAN_IT,"jaringan di gedung rektorat gabisa diandalkan, susah akses internet",RENDAH
FASILITAS,"kursi di fakultas teknik udah lama rodanya hilang, kapan diganti?",RENDAH
AKADEMIK,"ruang kls proyektornya ancur, mhs jadi malas",SEDANG
FASILITAS,"parkiran gedung a lantai 3 gada atapnya, kendaraan bisa kepanasan",RENDAH
LAINNYA,"gerbang gerbang 1 gaada satpam, tidak efisien",RENDAH
FASILITAS,"ac fakultas hukum cuma pajangan, gak optimal padahal padahal kita sudah bayar ukt",TINGGI
FASILITAS,"parkiran gedung b lantai 1 banyak yang parkir sembarangan, sering telat kls gara-gara nyari tempat parkir",RENDAH
KEMAHASISWAAN,"staff hima tidak membantu sama sekali, tidak sesuai standar pelayanan",RENDAH
AKADEMIK,"revisi skripsi prosedurnya ribet, proses akademik jadi terlelet",TINGGI
KEMAHASISWAAN,"informasi prosedur pengajuan surat hanya di grup tertentu, mhs banyak yang tidak tahu",RENDAH
FASILITAS,"kebersihan gedung b lantai 2 jarang dibersihkan, tidak nyaman berada di sini",RENDAH
FASILITAS,"gedung d panas bgt soalnya tidak berfungsi, nilai bisa jelek soalnya tidak konsen",RENDAH
AKADEMIK,web akademik sering crash tiba-tiba waktu saat jam sibuk,RENDAH
LAINNYA,"gerbang pintu masuk utama jarang dibuka, sering terlelet kls",SEDANG
AKADEMIK,"website portal mhs ui-nya outdated bgt, belajar jadi terganggu",RENDAH
JARINGAN_IT,"wifi gedung b lantai 2 sering disconnect, susah download materi",TINGGI
FASILITAS,"min, wc di gedung a lantai 2 kondisinya cuma pajangan, tolong segera diperbaiki",RENDAH
FASILITAS,"min, parkiran prodi informatika sempit bgt tolong diatur lebih baik",SEDANG
FASILITAS,"colokan di lab komputer mipa berbahaya, padahal butuh buat ngecas",RENDAH
AKADEMIK,"jadwal kls bentrok dengan mata kls lain, banyak yang ketinggalan informasi",RENDAH
JARINGAN_IT,"wifi perpus pusat lemot parah, gabisa akses spada",SEDANG
FASILITAS,kursinya kadang gaada mejanya min,RENDAH
FASILITAS,ac nya kurang dingin di gedung b lantai 3 ,RENDAH
JARINGAN_IT,etdah ini spada lemot parahh sa mau cari matkul dan kmpul tugas susahnya minta ampun dah ,SEDANG
FASILITAS,gedung b toiletnya kayak cuma pajangan,RENDAH
FASILITAS,gedung alibas bgt panas,RENDAH
KEMAHASISWAAN,senioritas diprodi masih bgt kental alangkah lebih baik edukasi untuk senioritas diadakan soalnya senioritas di kampus membuat beberapa mhs bisa tertekan ,RENDAH
FASILITAS,"min semua gedung punya wc bahkan tiap lantai.....,tapi cuma 1 wc yg bisa dipakai.....cuma wc di gedung a lantai 1 itupun cuma satu bilik yang bagus, bahkan kunci pintunya ancur, airnya kadang ngga nyala, lampunya redup. wc yang lain cuma pajangan karna airnya tidak mengalir pokoknya ancur gabisa digunakan, tidak layak pakai.....kan capek tuh kalo ada matkul dilantai 3 gedung b tapi kalo kebelet harus jauh jauh ke gedung a lantai 1 padahal setiap lantai ada wc tapi tidak bergunaðŸ˜‘. kursi tiap kelas juga kadang kurang, ada yg ancur, ac nya dibeberapa ruangan kadang tidak berfungsi dengan baik, terkadang kalo mau pakai lcd harus matikan ac duluðŸ˜­ sekianðŸ™ðŸ™",SEDANG
FASILITAS,ac di lab.matematika gedung a lantai 3 nda menyala,SEDANG
FASILITAS,perlengkapan di laboratorium khusus nya di laboratorium botani banyak yang kurang berfungsi dengan baik ,RENDAH
FASILITAS,ac nya kurang dingin,RENDAH
FASILITAS,wc gedung b gabisa dipakai,RENDAH
FASILITAS,""" ac di ruang kelas sering tidak berfungsi sehingga ruangan menjadi bgt panas sehingga kita merasa nda nyaman mohon untuk segera di perbaiki.""",RENDAH
FASILITAS,ruangan yang sempit,RENDAH
FASILITAS,kecil ruangan,RENDAH
FASILITAS,plafon di ruangan 1.2 gedung d sudah retak sehingga saya kurang konsen belajar soalnya khawatir plafonnya roboh ,RENDAH
FASILITAS,ac dalam ruangannya tolong di nyalakan karna seringkali ac nya tda menyala jadinya kepanasan ,RENDAH
KEMAHASISWAAN,"1. minimnya minat berorganisasi mhs di era modern ini, yang memicu kurangnya mengalisis masalah internal maupun eksternal kampus(mendiamkan masalah), sehingga menimbulkan kejanggalan dan masalah yang bermacam-macam sering terjadi di lingkungan eksternal maupun internal kampus.",TINGGI
FASILITAS,parkiran motor yang masih kurang teratur dan banyak parkir sembarangan. alhasil terlelet kalau ada kelas karna waktunya habis untuk cari parkir dulu. ,SEDANG
LAINNYA,web siaqad yang selalu setiap tahunnya eror bermasalah heran deh dan ada juga beberapa kelas fasilitas ac-nya tidak memadai apa lahi di ruangan lebih banyak mhs  hufff panasnya melarat sekali bahkan mau belajar pun tidak fokus ,TINGGI
FASILITAS,"min, ac nya kurang dingin min",RENDAH
FASILITAS,"ruangan di gedung b hampir setiap kelas selalu ada kursi yang tidak punya meja atau mejanya ancur. kalau hanya duduk mungkin bisa, tapi untuk mencatat saat pembelajaran sedanh berlangsung itu bgt menyulitkan.",SEDANG
FASILITAS,ac gedung a lantai tiga ruangan  matematika tolong di perbaiki ,SEDANG
