text,category,urgency
"Diharapkan pada sarana Toilet, agar selalu bersih, terkhusunya TOILET PRIA. kondisi sekarang sangat kotor serta toiletnya dan alat2 pendukung lainya sudah perlu di ganti, karena banyak yang rusak. mengingat toilet merupakan tempat penyebaran bakteri yang paling cepat. dari 3 tahun yang lalu malah jauh sebelumnya sampai sekarang masih kondisinya tidak layak dipakai. atas perhatiannya terima kasih dan always the first",FASILITAS,TINGGI
Bisa diperbanyak pembelajaran offline,LAINNYA,RENDAH
Harapannya kedepan agar selalu berbenah dan semakin baik lagi dan lagi.,LAINNYA,RENDAH
"semoga STIKOM BALI semakin jaya dan maju kedepannya, Always The First ..,",LAINNYA,RENDAH
Tolong perbaiki web/broser pada saat proses perwalian agar proses perwalian berjalan dengan lancar dan tidak ada mahasiswa yang telat perwalian karena web yang lola,LAINNYA,RENDAH
Sudah sangat baik,LAINNYA,RENDAH
"Semoga lebih konsisten lagi, lebih baik lagi kedepannya terutama dalam sarana prasarana internet dan komputer di lab",JARINGAN_IT,RENDAH
menambah ruang kelas agar bisa kuliah offline,KEUANGAN,RENDAH
Meningkatkan Kelayakan dan Kecukupan Semua Fasilitas,FASILITAS,RENDAH
Mungkin sudah cukup,LAINNYA,RENDAH
"meingkatkan kualitas sarana prasarana, mulai dari kelas, wifi, dll",JARINGAN_IT,RENDAH
"Saya belum tau, mungkin nanti jika ada surfey lagi akan saya beri tau",LAINNYA,RENDAH
beberapa staf perlu lebih ramah dalam melayani,LAINNYA,RENDAH
meraih juara dan prestasi,LAINNYA,RENDAH
Semoga Semakin Ditingkatkan Lagi,LAINNYA,RENDAH
meningkatkan kualitas agar bisa lebih baik lagi,LAINNYA,RENDAH
"tidak ada, sudah bagus",LAINNYA,RENDAH
Semoga kedepannya semakin baik,LAINNYA,RENDAH
"kamar mandi bisa lebih diperhatikan mulai dari air, flush, plafon hingga kebersihan",FASILITAS,RENDAH
Semoga keamanan sibernya ditingkatkan lembali,LAINNYA,RENDAH
semoga kedepannya semakin baik,LAINNYA,RENDAH
Tingkatkan lagi fasilitas pada gedung stikom bali renon,FASILITAS,RENDAH
merenovasi stikom seperti tembok yang sudah rusak catnya dan di cat kembali,LAINNYA,TINGGI
Memberikan dukungan yang lebih besar bagi startup yang lahir dari hasil riset mahasiswa.,LAINNYA,RENDAH
Semoga kedepannya selalu jaya,LAINNYA,RENDAH
Dapat memberikan fasilitas yang jauh lebih baik lagi,FASILITAS,RENDAH
Semoga respon saran lebih cepat,LAINNYA,RENDAH
"harapan kedepannya semoga stikom lebih baik lagi dan untuk kinerja/pelayanan yang sudah diberikan sedemikian rupa,jangan duturunkan tapi ditingkatkan.",LAINNYA,RENDAH
Saya harap semua materi diberikan full dengan terperinci,LAINNYA,RENDAH
Meningkatkan sumber daya manusia,LAINNYA,RENDAH
Agar bs memberikan fasilitas kepada mahasiswa,FASILITAS,RENDAH
Perluas parkiran,FASILITAS,TINGGI
Mendorong dosen dan mahasiswa untuk menghasilkan penelitian yang aplikatif dan relevan dengan kebutuhan masyarakat.,AKADEMIK,RENDAH
Harapan nya semoga tahun ke tahun kenerja stikom balik bisa lebih baik lagi,LAINNYA,RENDAH
bisa perluas gedung,FASILITAS,TINGGI
Zzzzzzzzzzzzz zzzzzzz zzzzz,LAINNYA,RENDAH
lebih mempermudah mahasiswa mahasiswi dalam menyelesaikan persoalan terkait kendala dalam perkuliaan. pembayaran dan mencari solusi agar mahasiswa tidak terlambat dalam meneyelesaikan sstudy,KEUANGAN,SEDANG
Untuk website e-learning dapat di perbaharui lagi dari segi tampilan,LAINNYA,RENDAH
"perubahan institut menjadi unversitas dan harapan saya pribadi mempunyai gedung tambahan baru agar para mahasiswa tidak lagi melakukan kegiatan pembelajaran daring, menyiapkan fasilitas yang adil bagi semua ormawa maupun ukm agar bisa menjadi wadah bagi para mahasiswa.",FASILITAS,RENDAH
Semoga fasilitas ITB Stikom Bali bisa lebih baik lagi,FASILITAS,RENDAH
"Tidak ada, i hope stikom bali always will be the first",LAINNYA,RENDAH
semoga bisa lebih baik lagi kedepannya,LAINNYA,RENDAH
semoga perkuliahan tetep lancar,LAINNYA,RENDAH
Konsisten selalu,LAINNYA,RENDAH
Sudah baik dan tingkatkan,LAINNYA,RENDAH
Meningkatkan kualitas pengajar,LAINNYA,RENDAH
Meningkatkan kerjasama dengan lembaga terkait sebagai bagian dari pengabdian,LAINNYA,RENDAH
Mempertahankan hal yang sudah baik ini,LAINNYA,RENDAH
Untuk saat ini belum ada,LAINNYA,RENDAH
Pertahankan kinerja yang sudah sangat baik dan semoga stikom semakin sukses kedepannya,LAINNYA,RENDAH
Lebih meningkatkan kualitas,LAINNYA,RENDAH
lebih ditingkat lagi,LAINNYA,RENDAH
Semoga kedepan dapat lebih baik lagi dari yang sebelumnya,LAINNYA,RENDAH
semoga stikom bali tetap selalu menjadi yang terbaik.,LAINNYA,RENDAH
Harapan saya sarana pesrana di stikom Bali Jimbaran di perbaiki,LAINNYA,RENDAH
"sebagai mahasiswa PJJ kami ingin kebebasan dalam belajar. kami tidak mempermasalahkan ketika dosen memberikan tugas, justru kami semangat. akan tetapi kami ingin dosen jangan berlebihan memberikan tugas dalam setiap pertemuan. jika semua dosen dalam setiap pertemuan memberikan tugas, tetntu capaian yang kami harpkan sebagai mahasiswa PJJ akan ada sesuatu setiap individu PJJ. lebih lebih kami yang sudah berkeluarga dan bekerja. kami ingin semua dosen update di SION dan Elearning. kami ingin dosen ada komunikasi yang jlas ketika tidak bisa mengisi kuliah. kami mahasiswa PJJ bukan semata mata karna mengejar gelar, tapi output yang benar sesuai yang di ajar.",AKADEMIK,RENDAH
"Untuk pembagian kelas, karena saya kelas reguler malam, namun sering dapat kelas pagi. Jadi mohon diperbaiki cara pembagian kelasnya",LAINNYA,RENDAH
"Pengembangan Infrastruktur dan Fasilitas, Meningkatkan fasilitas kampus seperti laboratorium, perpustakaan, dan akses internet yang lebih cepat dan stabil akan sangat membantu dalam proses belajar mengajar. Fasilitas yang memadai akan mendukung mahasiswa dan dosen dalam kegiatan akademik dan penelitian",FASILITAS,RENDAH
Saya harap STIKOM Bali bisa lebih baik kedepannya,LAINNYA,RENDAH
meningkatkan lagi fasilitas yang ada di kampus,FASILITAS,RENDAH
Diadakannya fitur notifikasi untuk web SION dan E-Learning,LAINNYA,RENDAH
Meningkatkan kualitas lulusan yang siap kerja.,LAINNYA,TINGGI
Semoga sukses kedepanya,LAINNYA,RENDAH
Semiga kedepannya bisa lebih baik lagi,LAINNYA,RENDAH
Lebih permudah mahasiswa,LAINNYA,RENDAH
harapannya bisa meningkatkan kelayakan fasilitas kampus,FASILITAS,RENDAH
"Harapan saya untuk meningkatkan kinerja STIKOM, mungkin agar meningkatkan kualitas fasilitas dan infrastrukturnya.",FASILITAS,RENDAH
Perbaikan toilet,FASILITAS,RENDAH
Semoga Stikom dapat lebih baik lagi dalam semua bidang,LAINNYA,RENDAH
Harus meningkatkan fasilitas dalam kelas seperti kursi yang sudah banyak usang serta ac yang tidak dingin dan lift yang harus segera diperbaiki,FASILITAS,RENDAH
mempermudah administrasi dengan menerapkan artificial intelligence untuk memberikan layanan secara maksimal,LAINNYA,RENDAH
sediakan mesin pengering/tisu di toilet,FASILITAS,RENDAH
"Tidak ada harapan, sudah baik",LAINNYA,RENDAH
"Harapan saya adalah mengembangkan kurikulum yang sesuai dengan kebutuhan industri untuk meningkatkan kesiapan kerja lulusan, Meningkatkan fasilitas dan infrastruktur",FASILITAS,TINGGI
"untuk dosen-dosen tertentu,mungkin jika mengajarnya tidak terlalu cepat maka akan lebih baik",AKADEMIK,RENDAH
semoga semakin lebih baik lagi kedepanya,LAINNYA,RENDAH
Harapan saya semoga stikom kedepan nya dapat selalu menghadirkan dosen dosen yang kompeten,AKADEMIK,RENDAH
Lebih ditingkatkan fasilitas nya,FASILITAS,RENDAH
Dalam memberikan pelayanan dan pembelajaran diharapkkan memiliki kualitas dan swadaya yang lebih baik dalam mencerdaskan mahasiswa/i,LAINNYA,RENDAH
menjadi kampus yang lebih baik dalam akreditasi,LAINNYA,RENDAH
meningkatkan fasilitas agar lebih memadai,FASILITAS,RENDAH
"meningkatkan radius jaringan internet di seluruh ruangan kampus. contohnya yaitu ketika masuk ke dalam lab ataupun berada di kantin, tidak ada jaringan interner yang mencapai tempat tersebut",FASILITAS,RENDAH
"meningkatkan kualitas fasilitas kampus, terutama menyidiakan internet pada perpustakaan",FASILITAS,RENDAH
Semoga kedepannya lebih teliti dan lebih baik lagi,LAINNYA,RENDAH
supaya kinerja saat ini tetap dipertahankan,LAINNYA,RENDAH
Semoga stikom lebih maju lagi dalam bidang perkuliahan nya. Seperti informasi yg diberikan lebih gampang diakses. Hal hal penting yang wajib dilakukan lebih gampang di cari dan di buat lebih efisien.,LAINNYA,RENDAH
Harapaan saya agar stikom bisa mempertahankan sebagai kampus terbaik,LAINNYA,RENDAH
dengan membangun infrastuktur lebih bagus,KEUANGAN,RENDAH
tolong dosen di kelas malam nya di perhatikan,AKADEMIK,RENDAH
"perbarui informasi secepat mungkin, dan perbaiki toilet",FASILITAS,RENDAH
Tempat parkir yang lebih luas,FASILITAS,TINGGI
semoga lebih baik,LAINNYA,RENDAH
Semoga kedepannya jadi lebih baik lagi,LAINNYA,RENDAH
Expansi ruang dan bagunan agar ruangan di dalam gedung tidak padat (Menambah luas),FASILITAS,TINGGI
harapan kinerja stikom bali tolong diperhatikan sarana dan prasarananya dan kolaborasi,LAINNYA,RENDAH
Lebih ditingkatkan,LAINNYA,RENDAH
Fleksibel untuk Kelas Online,LAINNYA,RENDAH
Program Magang dan Kerja Sama Industru yang Lebih Luas,LAINNYA,TINGGI
Harapannya Lebih baik lagi,LAINNYA,RENDAH
"kampus dapat terus mengasah kemampuan dosen, sehingga materi yang dberikan dapat mudah di terima oleh mahasiwa/i",AKADEMIK,RENDAH
Pertahankan kinerja baik yang sudah di lakukan dan tingkatkan lagi,LAINNYA,RENDAH
tidak ada sudah bagus,LAINNYA,RENDAH
Sion di beri notifikasi,LAINNYA,RENDAH
Jangan semua kelas jadi ruangan kerja,FASILITAS,RENDAH
Semoga bisa lebih baik,LAINNYA,RENDAH
saya berharap ada wifi setiap kelas atau lantai,JARINGAN_IT,RENDAH
lebih fast respon,LAINNYA,RENDAH
tetap lakukan yg terbaik a,LAINNYA,RENDAH
"Harapan saya kedepannya agar fasilitas dapat lebih ditingkatkan pemeliharaannya, dan ditingkatkan keefektifannya untuk mendukung pembelajaran yang lebih baik bagi mahasiswa.",FASILITAS,RENDAH
Fokus pada kewirausahaan: Mengembangkan program dan inkubator kewirausahaan untuk mendorong mahasiswa menjadi entrepreneur yang mampu menciptakan lapangan kerja baru dan inovasi bisnis,LAINNYA,RENDAH
semoga lebih baik lagi dalam pembangunan infrastruktur kampus,FASILITAS,RENDAH
"Memperbaiki semua fasilitas, menambah tempat parkir agar motor&amp;mobil teduh, mengamankan tempat parkir agar helm tidak dicuri dan memperluas luas kampus karena kampus tergolong kecil",FASILITAS,TINGGI
agar lebih sering masuk untuk dosen jurusan it,AKADEMIK,RENDAH
harapan saya tetap mempertahankan kinerja tersebut,LAINNYA,RENDAH
"Perbaiki lift nya dong, dh mau 1 semester ga selesai",FASILITAS,RENDAH
bangku perkuliahan diperbaiki dan fasilitas parkir di tambah,FASILITAS,RENDAH
Semoga nanti fasilitas semakin bagus,FASILITAS,RENDAH
Harapannya semoga STIKOM Bali terus menerapkan metode pembelajaran yang inovatif dan aktif.,LAINNYA,RENDAH
"1. ADANYA FLEKSIBILITAS JADWAL PERKULIAHAN DI TENGAH KP ATAU MAGANG 2. KELENGKAPAN MENU DAN SARANA DI KANTIN KAMPUS STIKOM JIMBARAN LAYAKNYA KANTIN KAMPUS STIKOM RENON 3. UPGRADE PROYEKTOR SERTA KABEL HDMI DI TIAP KELAS DI KAMPUS STIKOM JIMBARAN SEHINGGA JALANNYA KELAS LANCAR DAN BAIK, SELAMA INI SAYA LIHAT PERKULIAHAN TERGANGGU KARENA KABEL HDMI YANG RUSAK DAN PROYEKTOR YANG TAMPILANNYA KURANG BAIK 4. MOHON DITINDAKLANJUTI KEMBALI KETIGA POIN DIATAS",FASILITAS,TINGGI
semoga pelayanan yang diberikan kepada mahasiswa bisa menjadi lebih baik,LAINNYA,RENDAH
"Harapan saya untuk kampus Stikom Bali yaitu untuk bisa memberikan notifikasi pada e learning atau sion Stikom Bali agar dapat lebih memudahkan dalam berbagai hal, sekian terimakasih.",LAINNYA,RENDAH
"fasilitas kelas diperbaiki, banyak sekali kursi&quot; yang sudah jelek atau rusak, meja kursi dosen diganti karena sudah usang sekali. kantin terlalu kecil dan terlihat kumuh sekali, tidak ada fasilitas tempat mahasiswa bisa berkumpulseperti kerja kelompok padahal itu sangat diperlukan. bacaan di perpustakaan sangat ssedikit. dan tolong bagian akademik memberikan dosen yang mengajar sesuai dengan bidang yang mereka tekuni atau bisa, karena sering sekali saya menemukan dosen yang mengajar bukan di bidangnya yang mengakibatkan dosen tidak menguasai materi",FASILITAS,TINGGI
SEMOGA STIKOM BALI ALWAYS THE FIRST,LAINNYA,RENDAH
"harapannya mungkin bisa di focuskan untuk parkirnya, karena biasanya jika basment nya penuh mahasiswa kadang bingung haru mau parkir kemana dan mungkin untuk staf yang bertugas di basment untuk stand by dan mengarahkan di mana seharusnya mahasiswa akan parkir",FASILITAS,RENDAH
Lift mungkin bisa lebih cepat di perbaiki sama lampu di kantin mungkin bisa lebih terang lagi,FASILITAS,RENDAH
Dipertahankan yang sudah dijalankan,LAINNYA,RENDAH
Harapanya supaya agar lebih baik dan sarana prasarananya juga dapat berfungsi sesuai dengan fungsinya masing-masing,LAINNYA,RENDAH
bisa lebih meningkatkan segala bidang,LAINNYA,RENDAH
semoga lebih melakukan yang terbaik,LAINNYA,RENDAH
Semoga tempat parkir mobilnya ditambah,FASILITAS,RENDAH
JADI LEBIH BAIK DAN PEDULI,LAINNYA,RENDAH
Sudah baik hanya perlu di Tingkat lagi,LAINNYA,RENDAH
semoga makin jaya dan sukses,LAINNYA,RENDAH
"Harapannya, ada peningkatan fasilitas penunjang belajar yang lebih baik lagi, seperti kursi yang ada sedikit rusak, lampu yang kadang konslet, dan lain - lain, selain itu untuk dosen pembimbing mata kuliah yang lebih memperhatikan mahasiswa baik itu secara luring ataupun daring, untuk menjalin komunikasi dengan banyak mahasiswa",FASILITAS,TINGGI
Stikom selalu no 1,LAINNYA,RENDAH
"Sinkronisasi dan ketersediaan pilihan platform untuk menerima notifikasi pengumuman, misalnya dikirim via whatsapp atau telegram kampus, sebagian dari kami tidak menggunakan Instagram karena alasan tertentu.",LAINNYA,RENDAH
Fasilitas parkir lebih luas dan keamanannya lebih terjaga,FASILITAS,TINGGI
kelas diperbagus,LAINNYA,RENDAH
terlaksana sesuai jadwal di hari kerja,AKADEMIK,RENDAH
menjadi universitas yg lebih baik,LAINNYA,RENDAH
lebih responsif saat ada masalah diluar masalah keuangan,KEUANGAN,RENDAH
fasilitas lebih baik,FASILITAS,RENDAH
dapat meningkatkkan kualitas pelayanan,LAINNYA,RENDAH
sudah baik semua,LAINNYA,RENDAH
harapanna semoga tmbah baik,LAINNYA,RENDAH
Semoga kedepannya Stikom Bali tetap dapat mempertahankan pelayanannya,LAINNYA,RENDAH
Semoga mendapatkan nilai yang baik,AKADEMIK,RENDAH
"Usulan saya supaya pihak kampus lebih peduli kepada bangunan dan fasilatas kampus yang rusak rusak dan kotor supaya stikom ga kayak kampus mati apalagi di basmen tolong sampah""nya itu di angkut dan buatlah bangunan baru supaya ada setiap ukm itu ruangan beli aja tanah di samping kampus tu masa udah banyak punya mahasiswa ga punya uang gunakan dong untuk membangun kampus yang lebih baik, pintu wc aja rusak di lantai 1 dan untik kursi kursi yang rusak di setiap kelas mending buang aja lah, Stikom sudah besar namun kampusnya kurang wow",FASILITAS,TINGGI
"lebih memperhatikan fasilitas yang dibutuhkan mahasiswa, dan lebih membuka forum diskusi antar pengurus kampus dan mahasiswa",FASILITAS,RENDAH
Harapan yang mungkin dapat saya usulkan adalah meningkatkan lagi kecepatan internet,JARINGAN_IT,RENDAH
Harapan agar stikom lebih baik always thefirst,LAINNYA,RENDAH
Melakukan evaluasi kinerja secara berkala untuk menilai kemajuan dan menetapkan langkah-langkah perbaikan jika diperlukan.,AKADEMIK,TINGGI
"harapan saya , semoga kedepannya bisa lebih baik",LAINNYA,RENDAH
"Meningkatkan kerja sama dengan perusahaan teknologi global untuk mendukung program magang, sertifikasi internasional, atau penempatan kerja.",LAINNYA,RENDAH
Semoga ada teknologi teknologi yang semakin canggih seperti VR atau inovasi dari mahasiswa stikom bali membuat suatu karya seni dengan teknologi,LAINNYA,RENDAH
Lebih baik lagi dalam menyampaikan informasi,LAINNYA,RENDAH
kembangkan lain,LAINNYA,RENDAH
harapan saya adalah semoga bisa ditingkatkan kembali performanya untuk kedepannya,LAINNYA,RENDAH
Semoga pelayanan yang sudah baik menjadi semakin baik,LAINNYA,RENDAH
Tingkatkan segala aspek,LAINNYA,RENDAH
menyempurnakan lagi Kemudahan aksesibilitas Website,LAINNYA,RENDAH
tidak ada semuanya sudah baik dan bagus,LAINNYA,RENDAH
Semoga kedepannya bisa maksimalin poin skkm di sion,LAINNYA,RENDAH
harapan saya agar DUAL DEGREE NASIONAL mempunyai ruang kelas tersendiri seperti internasional.,KEUANGAN,RENDAH
harapan saya kinerja STIKOM BALI untuk kedepannya adalah menjalin kerja sama dengan industri untuk memberikan pengalaman magang kepada mahasiswa dan memberikan pelatihan kepada dosen untuk meningkatkan kemampuan belajar dan menggunakan teknologi pembelajaran.,AKADEMIK,RENDAH
Semoga STIKOM Bali dapat terus melanjutkan dan meningkatkan program-program yang mendukung pengembangan mahasiswa.,LAINNYA,RENDAH
Menambah ruang kelas agar tidak ada kelas obline,KEUANGAN,RENDAH
Semoga toilet segera diperbaiki agar tidak bocor dan kecepatan wifi bisa ditambahkan agar tidak ngeleg.,FASILITAS,RENDAH
Kedepannya akan lebih meningkat lagi menjadi universitas yang populer,LAINNYA,RENDAH
"Tingkatkan inovasi, perluas kerjasama global, perkuat kewirausahaan, maksimalkan digitalisasi, dan dorong penelitian.",LAINNYA,TINGGI
semoga kedepannya semakin ditingkatkan lagi pelayanan yang ada dan respon yang lebih cepat dan efisien,LAINNYA,RENDAH
tingkatkan lagi dan konsisten,LAINNYA,RENDAH
sudah cukup baik,LAINNYA,RENDAH
Semoga kedepannya fasilitas yang sekarang lebih lengkap kedepannya dan dapat mempermudah mahasiswa untuk kuliah di ITB stikom Bali,FASILITAS,RENDAH
semoga lebih meningkat,LAINNYA,RENDAH
Fasilitas ditingkatkan,FASILITAS,RENDAH
Semoga kedepannya bisa jauh lebih baik dari skarang,LAINNYA,RENDAH
tetap memberikan pelayan yang baik kepada seluruh masyarakat di lingkungan kampus,LAINNYA,RENDAH
Fasilitas yang di tambah,FASILITAS,RENDAH
Tolong selalu ada,LAINNYA,RENDAH
Perlu tingkatkan lagi,LAINNYA,RENDAH
Usulan saya kedepannya stikom bisa menyediakan tempat yang layak untuk kantin. Terlihat kondisi kantin yang sekarang sempit kurang luas itu sangat tidak menyenangkan.,LAINNYA,TINGGI
"blm ada, dari kuesioner aja ga ada upgrade apa pun",LAINNYA,RENDAH
semoga kedepannya lebih baik lagu,LAINNYA,RENDAH
"Semoga ITB Stikom Bali terus maju, bersinergi, suskses serta bisa menjadi perguruan tinggi negeri pertama yang bergerak di ranah bidang teknologi dan bisnis.",LAINNYA,RENDAH
"Harapan saya semoga semakin maju lagi dan membatu kegiatan"" mahasiswa",KEMAHASISWAAN,RENDAH
Lebih perluas informasi,LAINNYA,TINGGI
Harapan kedepannya khusus untuk mahasiswa kelas online di perhatiakan dalam proses poling.,LAINNYA,RENDAH
lebih meningkatkan lagi,LAINNYA,RENDAH
saya berharap Stikom bali dapat mengadakan kegiatan volunteer seperti pelestarian lingkungan atau sejenisnya,KEMAHASISWAAN,RENDAH
"Materi pembelajaran tolong untuk lebih di-update sesuai kebutuhan pasar, dan akses informasi ke kegiatan yang di provide pemerintah maupun swasta agar lebih accessible ke mahasiswa.",FASILITAS,RENDAH
Semoga staff dan akademik bisa lebih ramah terhadap mahasiswa,AKADEMIK,RENDAH
Meningkatkan kinerja pemberian informasi,LAINNYA,RENDAH
"harapannya stikom bisa mendukung mahasiswa"" yang memiliki ambisi yang besar",LAINNYA,RENDAH
Menjadi lebih baik kedepannya,LAINNYA,RENDAH
sudah lebih dari cukup,LAINNYA,RENDAH
wifi gratis gk ada,JARINGAN_IT,RENDAH
"Diharapkan proses pembelajaran di STIKOM Bali menjadi lebih menarik dan mudah dipahami oleh mahasiswa. Dengan fasilitas laboratorium yang canggih, mahasiswa bisa langsung mempraktikkan teori yang dipelajari, sehingga tidak hanya mengerti secara konsep, tetapi juga bagaimana mengaplikasikannya dalam dunia nyata.",FASILITAS,RENDAH
